latitude,longitude,coordinates,MCDELIVERY_URL,shortDescription,longDescription,todayHours,driveTodayHours,id,addressLine1,addressLine3,addressLine4,subDivision,postcode,customAddress,telephone,openstatus,identifierValue,timeZone,filterType,rest_hoursMonday,rest_hoursTuesday,rest_hoursWednesday,rest_hoursThursday,rest_hoursFriday,rest_hoursSaturday,rest_hoursSunday,drive_driveHoursMonday,drive_driveHoursTuesday,drive_driveHoursWednesday,drive_driveHoursThursday,drive_driveHoursFriday,drive_driveHoursSaturday,drive_driveHoursSunday,ident_NATLSTRNUMBER,ident_Entity,ident_Region_ID,ident_Co_Op,ident_Co_Op_ID,ident_Co_Op_Name,ident_TV_Market_ID,ident_TV_Market_Name
40.878159,-79.948132,"[-79.948132, 40.878159]",https://www.ubereats.com/store/mcdonalds-680-butler-crossing/lT8nqk8aRL2-1JsCZebJfA,BUTLER CROSSING,BUTLER CROSSING,05:00 - 23:00,05:00 - 23:00,195500500348:en-US,680 Butler Crossing,Butler,United States,PA,16001,"Butler, PA 16001",(724) 283-3257,OPEN,32032,(GMT-05:00) Eastern Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,32032,177015,28,COLUMBUS FIELD OFFICE,242,PITTSBURGH JOHNSTOWN ERIE,16880,"PITTSBURGH, PA."
38.804502,-81.360148,"[-81.360148, 38.804502]",,SPENCER,SPENCER,05:00 - 00:00,05:00 - 00:00,195500319070:en-US,465 W Main St,Spencer,United States,WV,25276,"Spencer, WV 25276",(304) 927-1000,OPEN,10266,(GMT-05:00) Eastern Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,06:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,06:00 - 00:00,10266,30794,28,COLUMBUS FIELD OFFICE,233,LOUISVILLE LEXINGTON KNOXVILLE W VIRGINIA,11800,"CHARLESTON-HUNTINGTON, W.V."
39.388416,-81.20614,"[-81.20614, 39.388416]",,ST MARYS,ST MARYS,05:00 - 23:00,05:00 - 23:00,195500319476:en-US,210 3rd St,Saint Marys,United States,WV,26170,"Saint Marys, WV 26170",(304) 684-3600,OPEN,11220,(GMT-05:00) Eastern Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,11220,30813,28,COLUMBUS FIELD OFFICE,233,LOUISVILLE LEXINGTON KNOXVILLE W VIRGINIA,11800,"CHARLESTON-HUNTINGTON, W.V."
39.266446,-81.056291,"[-81.056291, 39.266446]",,ELLENBORO,ELLENBORO,04:30 - 22:00,04:30 - 23:00,195500462608:en-US,113 W Washington Street,Ellenboro,United States,WV,26346,"Ellenboro, WV 26346",(304) 869-3070,OPEN,28919,(GMT-05:00) Eastern Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",04:30 - 22:00,04:30 - 22:00,04:30 - 22:00,04:30 - 22:00,04:30 - 22:00,05:00 - 22:00,06:00 - 22:00,04:30 - 23:00,04:30 - 23:00,04:30 - 23:00,04:30 - 23:00,04:30 - 00:00,05:00 - 00:00,06:00 - 23:00,28919,146681,28,COLUMBUS FIELD OFFICE,233,LOUISVILLE LEXINGTON KNOXVILLE W VIRGINIA,12080,"CLARKSBURG-WESTON, W.V."
35.785285,-95.23898,"[-95.23898, 35.785285]",,FT  GIBSON,FT. GIBSON,00:00 - 00:00,05:00 - 00:00,195500780627:en-US,1509 S Ross St,Fort Gibson,United States,OK,74434,"Fort Gibson, OK 74434",(918) 478-4799,OPEN,39359,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,39359,220335,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,18640,"TULSA, OK."
36.390104,-97.928821,"[-97.928821, 36.390104]",https://www.ubereats.com/store/mcdonalds-4125-w-garriott/h3yIku_zQguip3WPGTzQxg,ENID-GARRIOTT,ENID-GARRIOTT,05:00 - 00:00,05:00 - 00:00,195500301150:en-US,4125 W Garriott,Enid,United States,OK,73703,"Enid, OK 73703",(580) 234-5051,OPEN,7386,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,7386,23910,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
36.419366,-97.893003,"[-97.893003, 36.419366]",https://www.ubereats.com/store/mcdonalds-1125-w-willow/BBHt8NgWRcWP2uM4B5WSDQ,ENID-WILLOW RD,ENID-WILLOW RD,05:00 - 00:00,00:00 - 00:00,195500302577:en-US,1125 W Willow,Enid,United States,OK,73703,"Enid, OK 73703",(580) 234-3500,OPEN,22620,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 04:00,00:00 - 00:00,04:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,22620,24062,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
36.395861,-97.890741,"[-97.890741, 36.395861]",https://www.ubereats.com/store/mcdonalds-1010-w-maine-st/i75aAYzVQ_CMHcIZGJ2xdg,ENID-MAINE,ENID-MAINE,05:00 - 00:00,00:00 - 00:00,195500300467:en-US,1010 W Maine St,Enid,United States,OK,73703,"Enid, OK 73703",(580) 234-5076,OPEN,2149,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 04:00,00:00 - 00:00,00:00 - 00:00,04:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,2149,23829,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
34.375221,-96.135193,"[-96.135193, 34.375221]",,ATOKA/MISSISSIPP,"ATOKA, OK-MISSISSIPPI",05:00 - 00:00,05:00 - 00:00,195500301617:en-US,1100 S Mississippi,Atoka,United States,OK,74525-2868,"Atoka, OK 74525-2868",(580) 889-2511,OPEN,10422,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,10422,23949,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,10440,"ARDMORE-ADA, OK."
33.997722,-96.405954,"[-96.405954, 33.997722]",https://www.ubereats.com/store/mcdonalds-2227-w-main-st/IRZxFBcIQ7egB1VhPC44fA,DURANT-US HWY 70,DURANT-US HWY 70,05:00 - 00:00,05:00 - 00:00,195500300979:en-US,2227 W Main St,Durant,United States,OK,74701-4803,"Durant, OK 74701-4803",(580) 920-0126,OPEN,5985,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,5985,23894,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,10440,"ARDMORE-ADA, OK."
34.230897,-96.660788,"[-96.660788, 34.230897]",,TISHOMINGO,"MAIN AND REFUGE-TISHOMINGO, OK",06:00 - 23:00,06:00 - 23:00,195500924854:en-US,1309 E Main St,Tishomingo,United States,OK,73460,"Tishomingo, OK 73460",(580) 371-0518,OPEN,43380,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,43380,245214,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,10440,"ARDMORE-ADA, OK."
34.085798,-96.769324,"[-96.769324, 34.085798]",,"MADILL, HWY. 70","MADILL, HWY. 70",05:00 - 00:00,05:00 - 00:00,195500301860:en-US,511 S 1st St,Madill,United States,OK,73446,"Madill, OK 73446",(580) 795-2600,OPEN,13113,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,13113,23976,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,10440,"ARDMORE-ADA, OK."
34.907192,-95.825583,"[-95.825583, 34.907192]",,MCALESTER-TURNPK,"MCALESTER, OK-INDIAN NATION TURNPIKE",05:00 - 23:00,05:00 - 23:00,195500697109:en-US,INDIAN NATION TPKE / OK-375 (Plaza),Mcalester,United States,OK,74501,"Mcalester, OK 74501",(918) 426-4788,OPEN,35178,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,35178,191489,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,18640,"TULSA, OK."
34.926412,-95.742479,"[-95.742479, 34.926412]",https://www.ubereats.com/store/mcdonalds-1758-e-carl-albert-pky/PFyU1EpDRcmxOXlnF15-Ag,MCALSTR-C ALBRT,"MCALESTER, OK - CARL ALBERT",06:00 - 00:00,00:00 - 00:00,195500300801:en-US,1758 E Carl Albert Pky,Mcalester,United States,OK,74501-5138,"Mcalester, OK 74501-5138",(918) 423-8050,OPEN,4540,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,4540,23869,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,18640,"TULSA, OK."
36.388509,-100.802299,"[-100.802299, 36.388509]",https://www.ubereats.com/store/mcdonalds-1109-s-main/knFpYwadUXen7gLlnCp7sQ,PERRYTON,PERRYTON,05:00 - 23:00,05:00 - 23:00,195500317595:en-US,1109 S Main,Perryton,United States,TX,79070,"Perryton, TX 79070",(806) 435-5502,OPEN,15429,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 20:00,07:00 - 23:00,05:00 - 12:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 20:00,07:00 - 23:00,05:00 - 12:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,15429,28151,54,DALLAS FIELD OFFICE,220,DALLAS TYLER,10360,"AMARILLO, TX."
35.392581,-99.405782,"[-99.405782, 35.392581]",,ELK CTY-S HWY 6,"ELK CITY, OK - S. MAIN",05:00 - 23:30,05:00 - 23:30,195500301099:en-US,2009 S Main St,Elk City,United States,OK,73648-9113,"Elk City, OK 73648-9113",(580) 323-0295,OPEN,6696,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 00:30,05:00 - 00:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 00:30,05:00 - 00:30,05:00 - 23:30,6696,23906,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
35.501158,-98.988129,"[-98.988129, 35.501158]",https://www.ubereats.com/store/mcdonalds-2301-red-wheat-dr/phZaNSV4VzK2gY7Dlfykhg,CLINTON-REDWHEAT,CLINTON-REDWHEAT,05:00 - 23:30,05:00 - 23:30,195500300931:en-US,2301 Red Wheat Dr,Clinton,United States,OK,73601-5315,"Clinton, OK 73601-5315",(580) 323-0295,OPEN,7270,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 00:30,05:00 - 00:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 00:30,05:00 - 00:30,05:00 - 23:30,7270,23888,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
35.228634,-100.249553,"[-100.249553, 35.228634]",https://www.ubereats.com/store/mcdonalds-1235-n-main/hQ4-lQzaWGqdM-GGT2ytVA,SHAMROCK,"SHAMROCK, TX",05:00 - 23:00,05:00 - 23:00,195500316055:en-US,1235 N Main,Shamrock,United States,TX,79079,"Shamrock, TX 79079",(806) 256-2567,OPEN,16882,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 23:00,06:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 23:00,06:00 - 23:00,16882,27923,54,DALLAS FIELD OFFICE,220,DALLAS TYLER,10360,"AMARILLO, TX."
35.526973,-98.694554,"[-98.694554, 35.526973]",,WEATHERFORD-MAIN,"WEATHERFORD, OK (RELO)",05:00 - 23:30,05:00 - 23:30,195500347523:en-US,105 N Washington,Weatherford,United States,OK,73096,"Weatherford, OK 73096",(580) 774-1000,OPEN,29811,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 00:30,05:00 - 00:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 23:30,05:00 - 00:30,05:00 - 00:30,05:00 - 23:30,29811,166904,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
35.841868,-97.933185,"[-97.933185, 35.841868]",,KINGFISHER,KINGFISHER,05:00 - 00:00,05:00 - 00:00,195500510873:en-US,1600 S Main,Kingfisher,United States,OK,73750,"Kingfisher, OK 73750",(405) 375-5455,OPEN,32770,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,32770,181012,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
35.511358,-97.973202,"[-97.973202, 35.511358]",https://www.ubereats.com/store/mcdonalds-2424-s-country-club-dr/i0Iz-xKsSvK1T8PlS81oRg,ELRENO-C'NTRY CL,EL RENO-COUNTRY CLUB,00:00 - 00:00,00:00 - 00:00,195500300894:en-US,2424 S Country Club Dr,El Reno,United States,OK,73036-5813,"El Reno, OK 73036-5813",(405) 262-7500,OPEN,5184,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,5184,23879,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,16480,"OKLAHOMA CITY, OK."
33.762922,-96.584221,"[-96.584221, 33.762922]",https://www.ubereats.com/store/mcdonalds-600-n-hwy-75/IZF3AylhQ_CKYub1dMsVfg,DENISON-HWY 75 N,DENISON,00:00 - 00:00,00:00 - 00:00,195500314761:en-US,600 Hwy 75 N,Denison,United States,TX,75020-1323,"Denison, TX 75020-1323",(903) 465-5075,OPEN,10569,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,10569,27605,54,DALLAS FIELD OFFICE,220,DALLAS TYLER,12440,"DALLAS-FORT WORTH, TX."
33.662561,-96.597615,"[-96.597615, 33.662561]",https://www.ubereats.com/store/mcdonalds-2217-texoma-pky-n/FPKYkoTGQk65-y5gwkMMMQ,SHERMAN-HWY 75,SHERMAN,00:00 - 00:00,00:00 - 00:00,195500310411:en-US,2217 Texoma Pky N,Sherman,United States,TX,75090-2871,"Sherman, TX 75090-2871",(903) 893-5927,OPEN,2456,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,2456,27141,54,DALLAS FIELD OFFICE,220,DALLAS TYLER,12440,"DALLAS-FORT WORTH, TX."
33.595309,-96.608067,"[-96.608067, 33.595309]",https://www.ubereats.com/store/mcdonalds-sherman-tx-hwy-75/gsjyZVSBRGyKRi4Fp2iAwQ,"SHERMAN, TX HWY","SHERMAN, TX HWY 75 & 1417",00:00 - 00:00,00:00 - 00:00,195500780375:en-US,3612 S Us Hwy 75,Sherman,United States,TX,75092,"Sherman, TX 75092",(903) 957-2510,OPEN,39356,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,39356,220166,54,DALLAS FIELD OFFICE,220,DALLAS TYLER,12440,"DALLAS-FORT WORTH, TX."
33.603352,-96.175574,"[-96.175574, 33.603352]",https://www.ubereats.com/store/mcdonalds-2241-n-center-st/dwAV_phKQAikZxzuvL3gMg,BONHAM,"BONHAM,TX-HWY78/HWY82",05:00 - 00:00,05:00 - 00:00,195500318257:en-US,2241 N Center St,Bonham,United States,TX,75418,"Bonham, TX 75418",(903) 640-1800,OPEN,15636,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,15636,28269,54,DALLAS FIELD OFFICE,220,DALLAS TYLER,12440,"DALLAS-FORT WORTH, TX."
34.009369,-95.493916,"[-95.493916, 34.009369]",https://www.ubereats.com/store/mcdonalds-1509-e-jackson/xSwDD_n7X5aqC2R4AuHU9w,HUGO,HUGO,05:00 - 23:00,05:00 - 23:00,195500302201:en-US,1509 E Jackson,Hugo,United States,OK,74743,"Hugo, OK 74743",(580) 326-0002,OPEN,15847,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,15847,24010,54,DALLAS FIELD OFFICE,218,WICHITA OK CITY TULSA FT SMITH,10440,"ARDMORE-ADA, OK."
